price_total,quantity,date_created.year,date_created.month,date_created.day,customer.name,country.region,country.country,product.category,product.name
111,292,2017,2,11,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Gloves
88,382,2017,2,11,General Products,Europe,Austria,Sports,Snowboard boots
20,371,2017,2,12,Niagular,Europe,France,Videos,Best windsurf Videos of the year (2013)
99,116,2017,2,12,LuthorCorp,Europe,Croatia,Sports,Trial Bike
"190,05",416,2017,2,13,Wayne Enterprises,Europe,Spain,Sports,Tent for extreme weather
"167,24",290,2017,2,14,ZiffCorp,North America,United States of America,Sports,Snowboard boots
"155,8",127,2017,2,14,Western Gas & Electric,South America,Ecuador,Sports,Rafting Boat
55,270,2017,2,14,General Products,Europe,Czech Republic,Sports,Snowboard boots
125,195,2017,2,15,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
156,467,2017,2,15,U.S. Robotics and Mechanical Men,South America,Argentina,Sports,Mountain Bike
29,200,2017,2,16,Taggart Transcontinental,North America,United States of America,Sports,Trial Bike
243,287,2017,2,16,Keedsler Motors,Europe,Italy,Sports,Mountain Bike
140,357,2017,2,17,ZiffCorp,North America,United States of America,Sports,Snowboard glasses
49,252,2017,2,17,North Central Positronics,Europe,Spain,Sports,Tent for extreme weather
"41,32",375,2017,2,17,Praxis Corporation,Europe,Spain,Various,Various
50,265,2017,2,18,Osato Chemicals,North America,United States of America,Various,Various
"92,233",21,2017,2,18,Allied Biscuit,North America,United States of America,Videos,"Climb higher, faster, better (2022)"
"45,37",214,2017,2,18,Sombra Corporation,Europe,France,Sports,Trial Bike
"152,45",362,2017,2,19,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
"49,95",263,2017,2,20,Globex Corporation,Europe,Slovakia (Slovak Republic),Books,Bicycle Wheel
20,4,2017,2,20,Monks Diner,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
59,129,2017,2,21,Three Waters,South America,Ecuador,Sports,Mountain Bike
"49,5",13,2017,2,21,QWERTY Logistics,Europe,Portugal,Sports,Trial Bike
"49,95",241,2017,2,22,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
49,234,2017,2,22,QWERTY Logistics,Europe,Portugal,Sports,Tent for extreme weather
"80,01",232,2017,2,23,Wentworth Industries,Europe,Ireland,Sports,Termic Jacket 
70,355,2017,2,23,Colonial Movers,Europe,Spain,Sports,Snowboard boots
150,135,2017,2,24,Transworld Consortium,North America,Canada,Sports,Mountain Bike
"115,54",370,2017,2,25,"Acme, inc.",Europe,Spain,Sports,Snowboard boots
70,100,2017,2,25,Colonial Movers,Europe,Spain,Sports,Snowboard boots
250,226,2017,2,25,Ankh-Sto Associates,Europe,Latvia,Sports,Mountain Bike
49,355,2017,2,26,North Central Positronics,Europe,Spain,Sports,Tent for extreme weather
180,282,2017,2,26,Omni Consimer Products,Europe,Estonia,Sports,Mountain Bike
"49,95",334,2017,2,27,Demo Company,South America,Uruguay,Books,Bicycle Wheel
10,460,2017,2,28,Moes Tavern,South America,Brazil,Sports,Snowboard boots
"209,45",102,2017,3,1,Omni Consimer Products,Europe,Germany,Sports,Mountain Bike
156,433,2017,3,1,U.S. Robotics and Mechanical Men,South America,Argentina,Sports,Mountain Bike
135,164,2017,3,1,Mooby Corp,South America,Paraguay,Sports,Climbing boots
125,383,2017,3,2,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
20,204,2017,3,2,Chez Quis,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
14,89,2017,3,3,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
50,463,2017,3,3,Osato Chemicals,North America,United States of America,Various,Various
"155,3",241,2017,3,3,The Legitimate Businessmens Club,South America,Brazil,Sports,Mountain Bike
145,67,2017,3,4,Industrial Automation,Europe,Germany,Sports,Climbing glasses
"120,75",441,2017,3,5,Three Waters,South America,Ecuador,Sports,Snowboard table
"44,0279",259,2017,3,5,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
55,308,2017,3,6,LuthorCorp,Europe,Italy,Sports,Trial Bike
155,480,2017,3,7,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle horn
99,90,2017,3,7,General Products,Europe,Hungary,Sports,Snowboard boots
20,271,2017,3,8,Klimpys,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
49,340,2017,3,9,Corellian Engineering Corporation,Europe,Spain,Videos,Extreme mountain bike sessions (2012)
79,41,2017,3,9,Gizmonic Institute,South America,Chile,Videos,Extreme mountain bike sessions (2012)
195,154,2017,3,9,Wentworth Industries,Europe,Ireland,Sports,Mountain Bike
68,74,2017,3,10,LuthorCorp,Europe,Hungary,Videos,Living on a windsurf table (2010)
190,90,2017,3,11,U.S. Robotics and Mechanical Men,South America,French Guyana,Sports,Mountain Bike
29,297,2017,3,11,Taggart Transcontinental,North America,United States of America,Sports,Trial Bike
"108,25",68,2017,3,12,Thatherton Fuels,South America,Ecuador,Videos,"Climb higher, faster, better (2010)"
"115,8",378,2017,3,12,QWERTY Logistics,Europe,Portugal,Sports,Tent for extreme weather
35,399,2017,3,13,Western Gas & Electric,South America,Ecuador,Sports,Ice axe
"193,421",199,2017,3,13,Gringotts,South America,Ecuador,Sports,Climbing equipment
"160,77",117,2017,3,13,Galaxy Corp,Africa,South Africa,Sports,Snowboard table
140,118,2017,3,14,Omni Consimer Products,Europe,Poland,Sports,Bicycle Gloves
130,136,2017,3,14,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Termic Jacket 
320,117,2017,3,15,Keedsler Motors,Europe,Netherlands,Sports,BMX Bike
189,42,2017,3,16,Industrial Automation,Europe,France,Sports,Mountain Bike
"257,75",388,2017,3,17,Mammoth Pictures,South America,Ecuador,Sports,Mountain Bike
235,399,2017,3,17,"Acme, inc.",Europe,Lithuania,Sports,Mountain Bike
"44,08",205,2017,3,17,Fake Brothers,North America,United States of America,Sports,Trial Bike
"155,8",248,2017,3,18,Thrift Bank,South America,Ecuador,Sports,Rafting Boat
998,282,2017,3,18,Keedsler Motors,Europe,Netherlands,Sports,E-Bike
75,87,2017,3,18,Gizmonic Institute,South America,Mexico,Videos,Extreme mountain bike sessions (2012)
"45,75",166,2017,3,19,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
"149,57",468,2017,3,19,LexCorp,South America,Brazil,Sports,Snowboard table
14,262,2017,3,20,Thatherton Fuels,South America,Ecuador,Sports,Termic Jacket 
48,266,2017,3,20,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Tent for extreme weather
"242,5",419,2017,3,20,Wentworth Industries,Europe,Ireland,Various,Various
998,231,2017,3,21,Keedsler Motors,Europe,Netherlands,Sports,E-Bike
160,377,2017,3,22,Keedsler Motors,Europe,Netherlands,Sports,Snowboard boots
20,285,2017,3,23,Klimpys,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
340,213,2017,3,23,Omni Consimer Products,Europe,Finland,Sports,Mountain Bike
"120,75",181,2017,3,23,Three Waters,South America,Ecuador,Sports,Snowboard table
10,12,2017,3,24,Moes Tavern,South America,Brazil,Sports,Snowboard boots
"49,5",363,2017,3,24,Fake Brothers,North America,United States of America,Sports,Trial Bike
"92,233",46,2017,3,24,Allied Biscuit,North America,United States of America,Videos,"Climb higher, faster, better (2022)"
"193,421",77,2017,3,25,Gringotts,South America,Ecuador,Sports,Climbing equipment
"49,95",390,2017,3,26,Smith and Co.,Europe,Spain,Books,Build your own bicycle
20,228,2017,3,26,Big T Burgers and Fries,Europe,Slovakia (Slovak Republic),Videos,Best windsurf Videos of the year (2013)
130,479,2017,3,27,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Termic Jacket 
46,292,2017,3,27,LuthorCorp,Europe,Slovakia (Slovak Republic),Sports,Trial Bike
"49,95",47,2017,3,27,ZiffCorp,North America,United States of America,Books,Bicycle Wheel
"49,95",395,2017,3,28,Globex Corporation,Europe,Slovakia (Slovak Republic),Books,Bicycle Wheel
"49,95",414,2017,3,28,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Books,Bicycle Wheel
"42,07",155,2017,3,28,Virtucon,South America,Brazil,Sports,Trial Bike
"45,75",407,2017,3,29,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
29,129,2017,3,29,Taggart Transcontinental,North America,United States of America,Sports,Trial Bike
"45,83",364,2017,3,29,Extensive Enterprise,South America,Brazil,Sports,Trial Bike
"155,8",461,2017,3,30,Mooby Corp,South America,Ecuador,Sports,Rafting Boat
"209,45",418,2017,3,31,Omni Consimer Products,Europe,Germany,Sports,Mountain Bike
998,272,2017,3,31,Keedsler Motors,Europe,Netherlands,Sports,E-Bike
55,305,2017,3,31,General Products,Europe,Czech Republic,Sports,Snowboard boots
125,480,2017,4,1,Omni Consimer Products,Europe,Germany,Sports,Bicycle horn
"120,75",1,2017,4,1,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Snowboard table
195,228,2017,4,2,Wentworth Industries,Europe,Ireland,Sports,Mountain Bike
"75,5",365,2017,4,3,123 Warehousing,North America,United States of America,Sports,Mountain Bike
20,129,2017,4,3,Taco Grande,Europe,France,Videos,Best windsurf Videos of the year (2013)
20,465,2017,4,4,Minuteman Cafe,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
"49,5",200,2017,4,4,Tessier-Ashpool,Europe,Portugal,Sports,Trial Bike
"155,8",448,2017,4,5,Mooby Corp,South America,Ecuador,Sports,Rafting Boat
"49,5",250,2017,4,6,QWERTY Logistics,Europe,Portugal,Sports,Trial Bike
"155,8",147,2017,4,6,Mammoth Pictures,South America,Ecuador,Sports,Rafting Boat
14,204,2017,4,7,"Demo, inc.",South America,Brazil,Sports,Termic Jacket 
"241,5",14,2017,4,8,Demo Company,South America,Uruguay,Sports,Snowboard table
"155,8",27,2017,4,9,Thatherton Fuels,South America,Ecuador,Sports,Rafting Boat
199,282,2017,4,10,"Acme, inc.",Europe,Czech Republic,Sports,Mountain Bike
60,451,2017,4,10,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
14,359,2017,4,11,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
14,35,2017,4,12,Virtucon,South America,Brazil,Sports,Termic Jacket 
998,230,2017,4,12,Keedsler Motors,Europe,Netherlands,Sports,E-Bike
"41,32",272,2017,4,12,North Central Positronics,Europe,Spain,Various,Various
145,55,2017,4,13,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
"44,03",4,2017,4,13,123 Warehousing,North America,United States of America,Sports,Trial Bike
79,300,2017,4,14,Gizmonic Institute,South America,Chile,Videos,Extreme mountain bike sessions (2012)
"49,95",109,2017,4,14,Galaxy Corp,Africa,South Africa,Books,Bicycle Wheel
"49,5",97,2017,4,15,Fake Brothers,North America,United States of America,Sports,Trial Bike
"34,65",412,2017,4,15,Universal Export,South America,Brazil,Sports,Trial Bike
"49,95",68,2017,4,15,Incom Corporation,Europe,Spain,Books,Bicycle Wheel
"209,45",276,2017,4,16,Keedsler Motors,Europe,Netherlands,Sports,Snowboard glasses
"50,2396",208,2017,4,16,Leeding Engines Ltd.,Europe,Spain,Books,Build your own bicycle
217,347,2017,4,16,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
"157,8",75,2017,4,17,Strickland Propane,South America,Brazil,Videos,Repair your own cross bike (2011)
68,111,2017,4,18,LuthorCorp,Europe,Hungary,Videos,Living on a windsurf table (2010)
"91,67",19,2017,4,18,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Snowboard table
20,31,2017,4,18,Plow King,Europe,France,Videos,Best windsurf Videos of the year (2013)
"49,95",169,2017,4,19,Flowers By Irene,Europe,Denmark,Books,Bicycle Wheel
49,114,2017,4,20,Powell Motors,Europe,Spain,Sports,Snowboard table
"146,5",76,2017,4,20,Sirius Cybernetics Corporation,Europe,Spain,Sports,Snowboard table
"49,5",248,2017,4,21,Tessier-Ashpool,Europe,Portugal,Sports,Trial Bike
49,428,2017,4,21,Corellian Engineering Corporation,Europe,Spain,Videos,Extreme mountain bike sessions (2012)
195,440,2017,4,22,Wentworth Industries,Europe,Ireland,Sports,Mountain Bike
190,192,2017,4,23,Omni Consimer Products,Europe,Poland,Sports,Gravel Bike
"155,8",471,2017,4,23,Water and Power,South America,Ecuador,Sports,Rafting Boat
47,208,2017,4,23,LuthorCorp,Europe,Poland,Sports,Trial Bike
"45,75",353,2017,4,24,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
"160,77",323,2017,4,24,Galaxy Corp,Africa,South Africa,Sports,Snowboard table
111,233,2017,4,24,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Gloves
165,144,2017,4,25,Industrial Automation,Europe,Poland,Sports,Climbing glasses
145,152,2017,4,25,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
"209,45",130,2017,4,25,Keedsler Motors,Europe,Netherlands,Sports,Snowboard glasses
"49,95",371,2017,4,26,Demo Company,South America,Uruguay,Books,Bicycle Wheel
"45,3",31,2017,4,26,Foo Bars,South America,Brazil,Sports,Trial Bike
"155,8",205,2017,4,27,Water and Power,South America,Ecuador,Sports,Rafting Boat
14,200,2017,4,27,Colonial Movers,Europe,Spain,Sports,Mountain Bike
59,236,2017,4,27,Three Waters,South America,Ecuador,Sports,Mountain Bike
29,438,2017,4,28,Taggart Transcontinental,North America,United States of America,Sports,Trial Bike
243,99,2017,4,28,Keedsler Motors,Europe,Italy,Sports,Mountain Bike
20,282,2017,4,28,Taco Grande,Europe,France,Videos,Best windsurf Videos of the year (2013)
60,56,2017,4,29,Chasers,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
29,84,2017,4,29,Taggart Transcontinental,North America,United States of America,Sports,Trial Bike
165,373,2017,4,30,Industrial Automation,Europe,Poland,Sports,Climbing glasses
"45,2676",413,2017,5,1,LexCorp,South America,Brazil,Sports,Trial Bike
"41,32",87,2017,5,1,Wayne Enterprises,Europe,Spain,Various,Various
49,479,2017,5,2,Acme Corp,Europe,Netherlands,Sports,Snowboard table
"49,95",251,2017,5,2,Sample Company,Europe,Switzerland,Books,Bicycle Wheel
"101,58",489,2017,5,3,Kumatsu Motors,South America,Brazil,Sports,Snowboard boots
"140,1",104,2017,5,3,Acme Corp,Europe,Netherlands,Videos,"Climb higher, faster, better (2010)"
"45,3",275,2017,5,3,Foo Bars,South America,Brazil,Sports,Trial Bike
"49,95",172,2017,5,4,Kumatsu Motors,South America,Brazil,Books,Build your own bicycle
71,60,2017,5,4,Extensive Enterprise,South America,Brazil,Sports,Mountain Bike
"155,8",185,2017,5,5,Thatherton Fuels,South America,Ecuador,Sports,Rafting Boat
"110,37",378,2017,5,6,"Demo, inc.",South America,Brazil,Sports,Snowboard boots
49,34,2017,5,6,United Fried Chicken,South America,Brazil,Sports,Tent for extreme weather
"49,95",29,2017,5,6,ZiffCorp,North America,United States of America,Books,Bicycle Wheel
190,134,2017,5,7,U.S. Robotics and Mechanical Men,South America,French Guyana,Sports,Mountain Bike
"49,95",217,2017,5,8,United Fried Chicken,South America,Brazil,Books,Bicycle Wheel
22,85,2017,5,8,Strickland Propane,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
"146,5",69,2017,5,9,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
68,52,2017,5,9,LuthorCorp,Europe,Hungary,Videos,Living on a windsurf table (2010)
20,376,2017,5,9,Niagular,Europe,France,Videos,Best windsurf Videos of the year (2013)
"120,75",26,2017,5,10,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Snowboard table
"49,95",265,2017,5,10,Smith and Co.,Europe,Spain,Books,Build your own bicycle
140,304,2017,5,10,Omni Consimer Products,Europe,Poland,Sports,Bicycle horn
"45,3",408,2017,5,11,Foo Bars,South America,Brazil,Sports,Trial Bike
"160,77",451,2017,5,11,Galaxy Corp,Africa,South Africa,Sports,Snowboard table
"44,08",96,2017,5,11,Fake Brothers,North America,United States of America,Sports,Trial Bike
"49,3507",65,2017,5,12,Globo-Chem,North America,Canada,Books,Bicycle Wheel
"50,2396",470,2017,5,12,Leeding Engines Ltd.,Europe,Spain,Books,Build your own bicycle
49,113,2017,5,13,Acme Corp,Europe,Netherlands,Sports,Snowboard table
48,154,2017,5,13,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Tent for extreme weather
49,480,2017,5,13,Corellian Engineering Corporation,Europe,Spain,Videos,Extreme mountain bike sessions (2012)
235,332,2017,5,14,"Acme, inc.",Europe,Lithuania,Sports,Mountain Bike
270,287,2017,5,14,Praxis Corporation,Europe,Spain,Various,Various
22,189,2017,5,15,Strickland Propane,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
20,118,2017,5,15,Taco Grande,Europe,France,Videos,Best windsurf Videos of the year (2013)
340,46,2017,5,16,Omni Consimer Products,Europe,Finland,Sports,Mountain Bike
"45,27",382,2017,5,17,LuthorCorp,Europe,Hungary,Sports,Trial Bike
"155,8",413,2017,5,17,Thatherton Fuels,South America,Ecuador,Sports,Rafting Boat
"120,75",414,2017,5,18,Three Waters,South America,Ecuador,Sports,Snowboard table
14,121,2017,5,18,Virtucon,South America,Brazil,Sports,Termic Jacket 
14,227,2017,5,19,Foo Bars,South America,Brazil,Sports,Termic Jacket 
125,275,2017,5,19,Omni Consimer Products,Europe,Germany,Sports,Bicycle brakes
"45,2676",88,2017,5,20,LexCorp,South America,Brazil,Sports,Trial Bike
"49,3507",138,2017,5,20,Globo-Chem,North America,Canada,Books,Bicycle Wheel
80,183,2017,5,21,General Products,Europe,Slovakia (Slovak Republic),Sports,Snowboard boots
"49,5",87,2017,5,21,QWERTY Logistics,Europe,Portugal,Sports,Trial Bike
75,481,2017,5,21,Gizmonic Institute,South America,Mexico,Videos,Extreme mountain bike sessions (2012)
"39,96",72,2017,5,22,General Products,Europe,Spain,Sports,Mountain Bike
"49,5",91,2017,5,22,Tessier-Ashpool,Europe,Portugal,Sports,Trial Bike
235,19,2017,5,22,"Acme, inc.",Europe,Lithuania,Sports,Mountain Bike
"45,27",349,2017,5,23,LuthorCorp,Europe,Hungary,Sports,Trial Bike
36,479,2017,5,23,Thrift Bank,South America,Ecuador,Sports,Paddle Tennis Set
"49,95",29,2017,5,24,Gringotts,South America,Ecuador,Books,Build your own bicycle
"137,751",124,2017,5,24,Sirius Cybernetics Corporation,Europe,Spain,Sports,Climbing boots
"209,45",396,2017,5,25,Keedsler Motors,Europe,Netherlands,Sports,Snowboard glasses
14,190,2017,5,26,Western Gas & Electric,South America,Ecuador,Sports,Climbing boots
"50,2396",79,2017,5,27,Leeding Engines Ltd.,Europe,Spain,Books,Build your own bicycle
14,135,2017,5,28,Sto Plains Holdings,Europe,France,Sports,Termic Jacket 
49,409,2017,5,29,LuthorCorp,Europe,Slovenia,Sports,Trial Bike
"45,37",182,2017,5,30,Sombra Corporation,Europe,France,Sports,Trial Bike
70,492,2017,5,30,General Products,Europe,Spain,Sports,Snowboard boots
